day_of_year,hour,temp_mean,temp_min,temp_max,precip_mean,wind_mean
110,4,-0.78,-6.3,2.0,0.0,9.45
110,5,-0.95,-6.6,1.8,0.02,9.9
110,6,-0.97,-6.9,1.6,0.06,10.56
110,7,-0.5,-7.2,1.7,0.08,10.85
110,8,0.43,-7.1,2.7,0.11,10.17
110,9,1.48,-7.0,4.1,0.12,10.16
110,10,2.51,-6.8,5.8,0.13,9.57
110,11,3.58,-6.3,7.5,0.13,10.31
110,12,4.44,-5.6,8.7,0.05,10.59
110,13,5.12,-4.6,9.4,0.04,11.14
110,14,5.43,-3.6,9.8,0.03,10.83
110,15,6.29,-3.3,11.7,0.04,11.38
110,16,5.96,-2.7,13.0,0.1,11.21
110,17,5.51,-2.5,13.2,0.1,11.07
110,18,5.26,-2.7,12.9,0.11,11.12
110,19,4.07,-2.8,7.8,0.11,11.63
110,20,2.99,-3.1,6.2,0.1,11.98
110,21,2.03,-3.6,4.4,0.06,12.57
110,22,1.76,-4.2,3.8,0.04,12.27
110,23,1.45,-4.6,4.2,0.02,12.02
111,0,0.78,-5.3,4.1,0.0,11.74
111,1,0.19,-6.1,3.4,0.0,12.09
111,2,-0.08,-6.6,3.5,0.0,11.58
111,3,-0.22,-6.7,4.5,0.01,11.36
111,4,-0.52,-6.7,4.0,0.01,11.05
111,5,-1.03,-6.8,3.6,0.02,10.95
111,6,-0.92,-6.7,3.5,0.02,10.81
111,7,-0.38,-6.3,4.0,0.02,10.78
111,8,0.62,-5.6,5.1,0.01,9.64
111,9,1.67,-4.5,6.4,0.0,9.46
111,10,2.69,-3.4,7.5,0.0,9.49
111,11,3.53,-2.4,7.8,0.0,10.27
111,12,4.21,-1.7,7.9,0.0,10.82
111,13,4.8,-1.4,8.8,0.0,10.57
111,14,5.13,-1.4,9.3,0.0,10.13
111,15,5.82,-1.4,12.6,0.0,10.0
111,16,5.01,-1.9,9.4,0.02,9.71
111,17,4.61,-1.8,9.0,0.06,9.9
111,18,4.0,-1.9,8.0,0.05,9.35
111,19,3.3,-2.2,6.3,0.04,8.89
111,20,2.28,-2.8,4.6,0.03,9.23
111,21,1.16,-3.7,3.4,0.05,10.47
111,22,0.58,-4.6,3.4,0.05,10.7
111,23,0.1,-5.7,3.3,0.03,10.63
112,0,-0.67,-6.9,3.2,0.02,10.83
112,1,-0.89,-7.9,3.0,0.01,11.14
112,2,-1.51,-8.6,2.6,0.0,10.48
112,3,-1.32,-9.1,3.0,0.0,9.95
112,4,-1.61,-8.9,2.5,0.0,9.82
112,5,-1.98,-9.2,2.2,0.0,9.49
112,6,-2.13,-9.3,1.8,0.01,9.83
112,7,-1.37,-8.6,1.6,0.03,8.77
112,8,-0.15,-7.1,2.5,0.01,7.7
112,9,1.11,-5.4,3.3,0.0,7.56
112,10,2.19,-4.1,4.6,0.0,7.6
112,11,3.12,-3.0,5.8,0.01,7.06
112,12,4.0,-1.9,6.9,0.02,7.62
112,13,4.57,-1.1,8.0,0.0,8.94
112,14,5.07,1.5,9.6,0.0,10.21
112,15,5.17,1.0,10.3,0.01,11.58
112,16,4.35,-1.6,10.9,0.11,10.48
112,17,4.25,-2.0,10.6,0.03,9.69
112,18,3.57,-2.4,9.8,0.01,9.23
112,19,3.02,-2.9,9.1,0.0,7.98
112,20,2.04,-3.6,7.7,0.0,9.22
112,21,1.28,-4.1,8.0,0.02,9.95
112,22,0.65,-4.2,6.7,0.0,9.95
112,23,0.33,-4.2,5.9,0.0,9.63
113,0,-0.24,-4.0,4.6,0.01,9.91
113,1,-0.57,-3.9,4.2,0.03,9.45
113,2,-0.91,-4.4,3.7,0.05,8.98
113,3,-0.71,-3.8,3.6,0.07,8.22
113,4,-1.12,-6.5,4.0,0.08,9.31
113,5,-0.97,-6.2,3.8,0.06,9.2
113,6,-0.78,-5.7,3.7,0.07,9.48
113,7,-0.28,-5.2,4.0,0.15,9.22
113,8,0.79,-2.3,5.0,0.2,8.5
113,9,1.71,-1.1,6.2,0.19,7.84
113,10,2.6,0.2,7.1,0.24,8.67
113,11,3.02,0.6,7.7,0.25,8.93
113,12,3.52,1.1,8.3,0.26,9.24
113,13,3.86,1.1,8.8,0.24,9.88
113,14,4.26,1.8,9.1,0.15,10.61
113,15,4.82,2.2,10.9,0.14,11.99
113,16,4.45,2.4,9.4,0.11,11.77
113,17,4.09,2.1,8.7,0.15,10.94
113,18,3.65,1.4,7.9,0.19,10.2
113,19,3.36,1.0,6.5,0.14,9.58
113,20,2.49,0.5,5.1,0.09,10.8
113,21,1.61,-0.9,4.0,0.07,10.9
113,22,1.04,-0.7,3.3,0.06,10.7
113,23,0.78,-0.7,3.2,0.05,11.06
114,0,0.55,-1.2,2.9,0.04,10.95
114,1,0.32,-1.6,2.9,0.04,11.22
114,2,0.1,-2.2,2.6,0.04,10.91
114,3,0.11,-2.5,2.5,0.03,10.92
114,4,-0.46,-2.8,1.7,0.04,11.1
114,5,-0.61,-3.1,1.1,0.05,11.14
114,6,-0.47,-3.1,1.1,0.05,11.12
114,7,0.25,-2.2,3.7,0.08,11.0
114,8,0.92,-0.9,5.3,0.1,11.12
114,9,1.58,-0.1,6.7,0.16,11.19
114,10,2.2,0.4,7.9,0.18,10.98
114,11,2.56,0.6,7.2,0.16,11.73
114,12,3.07,1.1,8.5,0.09,12.26
114,13,3.49,1.3,9.4,0.06,12.26
114,14,3.83,1.2,9.8,0.02,12.08
114,15,4.76,0.6,12.4,0.07,12.59
114,16,4.3,0.3,11.9,0.1,11.08
114,17,4.02,0.2,10.9,0.06,9.9
114,18,3.82,0.5,9.5,0.08,9.31
114,19,3.37,0.6,7.9,0.05,9.39
114,20,2.34,-0.1,5.3,0.04,9.16
114,21,1.45,-0.8,4.4,0.02,9.78
114,22,0.59,-1.8,4.0,0.06,9.88
114,23,-0.07,-2.0,3.0,0.08,9.67
115,0,-0.53,-3.2,2.8,0.04,10.26
115,1,-0.58,-3.6,4.1,0.03,10.3
115,2,-1.16,-3.5,2.7,0.02,10.22
115,3,-0.91,-3.3,2.7,0.0,10.32
115,4,-1.16,-3.6,2.2,0.01,10.17
115,5,-1.41,-3.8,1.7,0.0,10.77
115,6,-1.22,-3.3,1.5,0.0,10.74
115,7,-0.27,-1.7,2.0,0.0,10.88
115,8,0.98,-0.6,4.3,0.0,10.52
115,9,2.13,-0.1,6.4,0.0,11.2
115,10,3.14,0.5,8.3,0.0,12.13
115,11,4.06,1.0,10.1,0.0,12.43
115,12,4.88,1.7,11.7,0.0,13.31
115,13,5.4,2.2,12.7,0.14,14.45
115,14,5.67,3.1,13.2,0.09,14.69
115,15,5.81,3.0,14.2,0.18,14.55
115,16,5.33,2.3,14.3,0.14,13.33
115,17,5.2,2.0,14.0,0.1,13.44
115,18,4.84,1.6,13.0,0.34,13.11
115,19,3.92,1.3,11.5,0.2,12.09
115,20,3.18,1.2,9.2,0.1,12.33
115,21,2.36,-0.2,6.2,0.06,12.82
115,22,1.64,-1.3,4.0,0.02,13.03
115,23,1.32,-1.4,2.8,0.14,13.29
116,0,0.95,-1.4,2.2,0.06,12.84
116,1,0.62,-1.3,1.9,0.08,12.68
116,2,0.43,-1.6,1.7,0.06,12.69
116,3,0.44,-2.3,1.8,0.04,13.03
116,4,0.19,-2.8,2.5,0.05,13.05
116,5,0.0,-3.7,2.4,0.02,13.07
116,6,-0.17,-4.2,1.0,0.04,13.18
116,7,0.28,-4.0,1.7,0.02,13.13
116,8,1.26,-3.1,4.2,0.01,12.12
116,9,2.33,-1.7,7.8,0.05,12.83
116,10,3.26,-0.3,10.8,0.12,13.56
116,11,4.0,0.8,12.8,0.11,13.63
116,12,4.6,0.9,14.0,0.13,14.25
116,13,5.07,1.6,14.8,0.13,15.21
116,14,5.22,1.7,15.0,0.09,14.32
116,15,5.51,1.8,15.7,0.06,15.08
116,16,5.25,1.6,15.6,0.08,15.26
116,17,5.18,1.2,15.3,0.09,14.17
116,18,4.81,0.8,14.7,0.14,12.27
116,19,4.12,-0.1,13.4,0.1,11.63
116,20,3.38,-1.1,11.3,0.04,11.65
116,21,2.32,-2.3,8.4,0.08,11.52
116,22,1.4,-3.0,6.9,0.1,11.47
116,23,0.98,-4.0,6.9,0.05,10.39
117,0,0.5,-4.1,6.9,0.04,10.68
117,1,0.4,-3.7,7.0,0.16,10.66
117,2,0.2,-4.0,7.1,0.09,11.13
117,3,0.23,-4.5,7.3,0.05,11.41
117,4,-0.29,-5.7,7.6,0.05,10.34
117,5,-0.57,-7.2,7.8,0.01,10.26
117,6,-0.36,-7.2,8.0,0.01,10.57
117,7,0.43,-5.6,8.4,0.01,9.83
117,8,1.65,-3.8,8.9,0.02,9.81
117,9,2.76,-2.7,9.4,0.0,9.73
117,10,3.8,-1.9,10.4,0.0,10.02
117,11,4.6,-1.4,10.9,0.01,10.78
117,12,5.08,-1.0,11.5,0.01,11.43
117,13,5.32,-0.8,12.1,0.06,11.34
117,14,5.72,-0.5,12.4,0.06,11.59
117,15,6.1,-0.3,13.7,0.0,13.22
117,16,5.77,-0.6,11.8,0.02,11.64
117,17,5.2,-0.8,10.9,0.02,10.56
117,18,4.53,-0.8,10.3,0.04,9.91
117,19,3.85,-1.3,9.8,0.04,9.59
117,20,2.91,-2.3,9.6,0.03,9.13
117,21,1.57,-3.3,9.2,0.04,9.76
117,22,0.92,-4.1,8.7,0.03,10.14
117,23,0.28,-4.4,7.4,0.01,9.48
118,0,-0.24,-4.5,6.1,0.01,9.1
118,1,-0.65,-4.4,5.4,0.01,8.16
118,2,-0.95,-4.5,4.7,0.03,7.35
118,3,-1.13,-4.1,4.2,0.03,7.9
118,4,-1.38,-4.6,3.8,0.03,7.16
118,5,-1.53,-5.2,3.3,0.09,7.23
118,6,-1.26,-5.1,3.2,0.14,7.56
118,7,-0.5,-4.2,3.6,0.2,7.5
118,8,0.64,-2.8,4.3,0.25,7.19
118,9,1.8,-1.6,4.7,0.17,7.19
118,10,2.71,-0.4,6.2,0.22,7.25
118,11,3.46,0.5,7.3,0.22,7.3
118,12,4.11,1.2,8.0,0.1,7.68
118,13,4.63,1.4,8.9,0.06,8.62
118,14,4.93,1.3,9.4,0.03,9.4
118,15,5.2,0.8,9.2,0.03,9.93
118,16,4.94,0.5,10.6,0.1,8.94
118,17,4.84,0.5,10.4,0.09,8.88
118,18,4.57,0.4,9.6,0.04,8.36
118,19,4.26,0.1,10.1,0.01,7.46
118,20,3.26,-0.8,10.3,0.01,7.87
118,21,2.09,-2.0,9.9,0.02,8.46
118,22,1.36,-2.7,9.9,0.01,8.95
118,23,0.75,-3.0,9.7,0.01,9.42
119,0,0.64,-3.3,9.5,0.0,8.21
119,1,0.25,-3.7,9.5,0.0,8.34
119,2,0.04,-4.1,9.4,0.0,8.38
119,3,-0.34,-4.4,8.9,0.0,9.31
119,4,-0.43,-6.5,8.2,0.02,9.67
119,5,-0.83,-7.5,7.6,0.02,9.74
119,6,-0.69,-7.1,7.6,0.02,9.86
119,7,-0.0,-4.8,8.2,0.03,9.87
119,8,1.03,-3.0,9.2,0.03,9.2
119,9,2.15,-1.8,10.3,0.04,9.22
119,10,3.29,-1.2,12.0,0.03,9.94
119,11,4.09,-0.7,12.3,0.01,10.24
119,12,4.65,-0.2,11.9,0.03,10.44
119,13,4.86,0.5,11.7,0.07,10.44
119,14,4.98,0.8,12.4,0.04,11.34
119,15,5.21,1.1,12.8,0.03,12.11
119,16,5.02,0.7,13.2,0.02,11.35
119,17,4.88,0.6,13.2,0.03,10.46
119,18,4.62,0.4,12.7,0.01,9.96
119,19,4.09,-0.4,11.8,0.06,9.55
119,20,3.03,-1.3,10.4,0.08,10.1
119,21,1.78,-2.2,8.1,0.13,11.17
119,22,1.36,-3.0,5.8,0.07,10.92
119,23,0.83,-3.2,4.5,0.01,11.04
120,0,0.44,-3.2,4.1,0.0,11.15
120,1,0.0,-2.8,3.1,0.04,11.19
120,2,-0.36,-2.7,3.6,0.18,11.1
120,3,-0.47,-3.1,2.9,0.22,10.44
120,4,-1.03,-3.9,1.8,0.07,9.83
120,5,-1.18,-3.8,1.4,0.05,9.7
120,6,-0.88,-3.1,1.1,0.04,10.1
120,7,0.1,-1.8,2.1,0.06,9.61
120,8,1.34,-0.2,4.3,0.08,8.83
120,9,2.4,0.7,6.7,0.02,8.52
120,10,3.34,1.4,8.9,0.02,7.83
120,11,4.16,1.9,10.6,0.07,8.11
120,12,4.79,2.0,11.4,0.1,9.39
120,13,5.15,1.8,11.9,0.07,10.86
120,14,5.42,1.7,12.1,0.12,11.04
120,15,5.58,1.9,12.1,0.08,11.82
120,16,5.18,1.7,12.1,0.15,10.82
120,17,5.2,1.4,11.8,0.09,10.0
120,18,4.94,1.1,11.2,0.09,9.4
120,19,4.46,0.6,10.3,0.08,8.5
120,20,3.1,-0.3,8.9,0.09,8.83
120,21,1.99,-1.2,7.7,0.03,8.7
120,22,1.27,-3.3,9.1,0.01,9.03
120,23,0.87,-4.0,8.4,0.0,9.24
121,0,0.74,-2.8,7.5,0.01,9.4
121,1,0.3,-3.1,7.0,0.07,9.75
121,2,-0.08,-4.5,6.7,0.1,10.66
121,3,-0.04,-3.2,6.4,0.11,10.31
121,4,-0.41,-5.1,6.1,0.01,9.84
121,5,-1.09,-5.5,5.6,0.0,10.09
121,6,-0.73,-4.4,5.4,0.0,9.56
121,7,0.33,-3.3,6.3,0.0,8.9
121,8,1.6,-2.8,7.8,0.0,8.81
121,9,2.68,-2.3,9.5,0.0,9.69
121,10,3.69,-1.8,11.0,0.01,10.49
121,11,4.63,-1.2,12.6,0.01,10.98
121,12,5.38,-0.6,14.0,0.02,11.9
121,13,5.87,-0.2,14.6,0.02,12.23
121,14,6.07,0.4,14.5,0.02,12.68
121,15,6.21,1.4,14.0,0.04,12.97
121,16,5.53,1.3,13.4,0.05,11.86
121,17,5.32,1.3,12.2,0.09,11.06
121,18,4.79,0.9,10.7,0.04,10.63
121,19,4.2,0.1,9.3,0.03,10.3
121,20,3.32,-0.9,8.0,0.01,11.04
121,21,2.26,-1.9,6.7,0.0,12.02
121,22,1.72,-2.7,6.5,0.01,11.95
121,23,1.22,-2.7,5.3,0.0,12.23
122,0,0.79,-2.6,4.6,0.0,11.92
122,1,0.41,-3.8,4.3,0.02,11.82
122,2,0.16,-4.7,4.1,0.0,11.99
122,3,0.26,-4.2,3.7,0.0,12.26
122,4,0.03,-4.2,3.7,0.02,11.62
122,5,-0.18,-6.3,3.7,0.01,12.1
122,6,0.06,-5.6,3.7,0.03,12.17
122,7,0.87,-3.3,4.4,0.04,11.5
122,8,2.0,-1.2,5.7,0.02,11.47
122,9,3.35,0.2,7.2,0.02,11.85
122,10,4.49,1.1,9.2,0.01,12.19
122,11,5.22,1.3,10.5,0.16,13.07
122,12,5.99,1.7,11.4,0.11,13.56
122,13,6.5,1.6,12.2,0.08,13.9
122,14,6.69,2.0,12.2,0.08,14.13
122,15,7.14,1.6,12.1,0.21,14.49
122,16,6.57,1.6,14.8,0.03,13.83
122,17,6.29,1.6,14.0,0.04,14.57
122,18,5.64,1.2,10.3,0.35,12.86
122,19,5.15,1.1,10.3,0.21,13.31
122,20,4.41,0.5,9.7,0.27,12.55
122,21,3.63,-0.1,9.2,0.34,13.0
122,22,3.01,-0.7,8.7,0.33,12.33
122,23,2.12,-1.9,6.8,0.51,12.29
123,0,1.62,-3.3,6.2,0.25,12.38
123,1,1.36,-2.4,6.2,0.05,11.85
123,2,1.05,-2.8,6.0,0.04,11.44
123,3,0.99,-2.8,5.1,0.01,12.21
123,4,0.77,-3.6,4.3,0.16,12.68
123,5,0.61,-3.6,4.0,0.07,13.39
123,6,0.68,-3.4,4.0,0.07,13.93
123,7,1.18,-3.4,5.0,0.08,13.96
123,8,1.93,-2.7,6.7,0.06,13.91
123,9,2.59,-2.3,8.2,0.11,13.09
123,10,3.21,-2.1,9.6,0.16,13.01
123,11,3.73,-1.8,10.8,0.19,13.67
123,12,4.38,-1.6,11.2,0.27,14.2
123,13,4.97,-1.2,11.4,0.24,14.41
123,14,5.35,-0.9,11.7,0.16,13.61
123,15,5.65,-0.1,12.2,0.1,12.39
123,16,5.07,-0.2,11.4,0.1,11.57
123,17,5.02,-0.3,11.6,0.06,11.25
123,18,5.05,-0.2,11.5,0.06,11.73
123,19,4.53,-0.2,11.4,0.05,11.48
123,20,3.79,-0.3,11.0,0.04,10.9
123,21,3.01,-0.6,10.3,0.03,11.48
123,22,2.26,-1.3,9.5,0.03,11.36
123,23,1.88,-1.9,8.7,0.01,11.48
124,0,1.43,-2.5,7.9,0.0,11.44
124,1,1.06,-3.0,7.3,0.0,11.76
124,2,0.6,-3.6,6.7,0.03,10.96
124,3,0.31,-3.6,6.1,0.03,10.89
124,4,0.13,-5.7,5.8,0.1,10.89
124,5,-0.25,-5.6,5.5,0.08,11.53
124,6,-0.06,-5.3,5.5,0.05,11.63
124,7,0.72,-3.5,6.5,0.03,11.01
124,8,1.9,-1.6,7.9,0.02,11.3
124,9,2.71,-0.5,9.0,0.05,12.25
124,10,3.41,0.3,9.0,0.08,12.23
124,11,4.15,0.7,9.4,0.13,13.35
124,12,4.6,1.1,10.3,0.17,14.08
124,13,4.9,1.5,11.2,0.23,14.53
124,14,5.12,1.8,11.6,0.15,14.89
124,15,5.4,1.5,12.2,0.08,15.29
124,16,5.12,1.3,12.4,0.08,14.08
124,17,4.99,1.3,12.7,0.04,13.0
124,18,4.66,1.2,12.7,0.03,12.2
124,19,4.02,0.6,12.2,0.02,11.37
124,20,3.16,-0.5,11.2,0.01,11.12
124,21,2.54,-1.0,10.1,0.02,10.53
124,22,1.32,-3.5,9.2,0.02,11.57
124,23,0.87,-3.9,8.5,0.01,11.83
125,0,0.33,-2.7,8.0,0.02,11.29
125,1,-0.08,-3.4,7.8,0.03,11.22
125,2,-0.29,-3.7,7.2,0.02,11.04
125,3,-0.08,-2.7,6.8,0.01,11.15
125,4,-0.59,-3.3,6.3,0.01,10.67
125,5,-0.85,-3.3,5.7,0.0,10.75
125,6,-0.57,-2.8,5.4,0.0,10.0
125,7,0.35,-2.0,6.1,0.0,9.03
125,8,1.52,-1.2,7.2,0.0,8.67
125,9,2.71,-0.4,8.3,0.0,8.92
125,10,3.73,0.4,9.6,0.0,9.47
125,11,4.5,0.7,9.6,0.01,10.58
125,12,5.07,0.9,10.5,0.02,11.14
125,13,5.3,1.3,11.0,0.05,10.96
125,14,5.68,1.4,11.4,0.02,11.23
125,15,5.93,1.4,11.5,0.0,11.79
125,16,5.88,1.2,11.5,0.01,11.45
125,17,5.9,1.0,11.3,0.0,10.75
125,18,5.68,0.8,10.9,0.0,9.22
125,19,5.04,0.7,10.3,0.04,7.68
125,20,4.11,0.4,9.4,0.02,6.77
125,21,3.08,-1.2,8.2,0.01,8.49
125,22,2.56,-0.9,7.1,0.0,9.05
125,23,1.97,-1.5,5.9,0.0,9.08
126,0,1.54,-1.9,5.6,0.0,10.5
126,1,1.06,-2.3,5.8,0.0,10.6
126,2,0.55,-2.5,5.6,0.0,10.67
126,3,0.61,-3.0,5.2,0.0,10.33
126,4,0.32,-4.2,5.1,0.0,10.87
126,5,0.11,-4.3,4.9,0.0,11.09
126,6,0.61,-2.2,5.1,0.0,11.15
126,7,1.58,-1.3,5.8,0.0,10.06
126,8,3.0,-0.1,7.9,0.0,10.02
126,9,4.3,0.6,10.2,0.0,10.46
126,10,5.51,1.6,12.5,0.0,11.22
126,11,6.3,1.9,14.5,0.0,12.24
126,12,6.77,1.8,15.7,0.01,12.87
126,13,7.28,1.9,16.3,0.01,13.27
126,14,7.58,2.0,16.2,0.0,13.5
126,15,7.3,2.3,16.1,0.01,13.24
126,16,7.09,2.2,15.6,0.0,12.59
126,17,6.84,2.2,14.7,0.0,12.42
126,18,6.33,2.1,13.4,0.0,12.41
126,19,5.62,1.7,12.1,0.0,10.92
126,20,4.83,1.0,10.7,0.0,10.23
126,21,3.46,-0.7,9.3,0.0,10.43
126,22,2.33,-1.7,8.0,0.0,10.68
126,23,1.54,-4.1,6.9,0.0,11.11
127,0,1.22,-3.8,6.2,0.0,10.85
127,1,0.83,-4.1,5.8,0.0,10.33
127,2,0.56,-5.1,5.5,0.0,9.94
127,3,0.6,-3.8,5.4,0.0,9.11
127,4,0.51,-4.2,5.1,0.0,9.28
127,5,-0.24,-6.3,4.7,0.0,9.45
127,6,0.23,-4.7,4.9,0.01,9.4
127,7,1.45,-2.5,5.9,0.01,8.11
127,8,2.91,-0.3,7.4,0.04,9.08
127,9,3.95,-0.1,8.9,0.1,9.99
127,10,4.66,0.4,10.7,0.14,11.32
127,11,5.12,0.6,12.0,0.25,12.1
127,12,5.35,0.8,12.8,0.27,12.32
127,13,5.79,0.7,13.5,0.08,13.12
127,14,6.15,0.9,14.1,0.04,13.4
127,15,6.41,0.8,14.6,0.1,14.99
127,16,6.16,0.8,14.8,0.05,14.21
127,17,6.19,0.8,15.2,0.09,13.71
127,18,5.86,0.9,15.3,0.05,13.1
127,19,5.25,0.7,15.1,0.03,11.65
127,20,4.57,0.5,14.3,0.09,11.2
127,21,3.54,-0.3,13.2,0.1,12.25
127,22,2.56,-1.9,12.3,0.12,11.86
127,23,1.82,-2.9,11.3,0.08,11.71
128,0,1.35,-3.6,10.5,0.06,11.33
128,1,0.92,-4.4,9.7,0.05,10.67
128,2,0.54,-4.9,8.7,0.04,10.79
128,3,0.34,-5.5,7.8,0.03,11.1
128,4,0.07,-5.2,7.1,0.01,10.38
128,5,-0.26,-5.7,6.6,0.0,10.03
128,6,0.03,-5.4,6.7,0.0,9.56
128,7,1.03,-4.0,7.5,0.0,8.74
128,8,2.22,-2.3,8.4,0.0,8.66
128,9,3.24,-1.3,9.6,0.02,9.58
128,10,4.12,-0.8,11.1,0.02,10.56
128,11,4.77,-0.1,12.3,0.06,11.64
128,12,5.23,0.6,13.1,0.03,12.14
128,13,5.66,1.2,13.7,0.05,12.9
128,14,5.88,1.4,14.0,0.03,12.83
128,15,6.12,1.2,14.4,0.03,11.93
128,16,6.31,1.6,14.7,0.02,11.48
128,17,6.28,2.0,14.6,0.0,11.22
128,18,5.95,1.9,13.8,0.02,10.37
128,19,5.34,1.3,13.0,0.04,9.39
128,20,4.59,0.3,12.2,0.0,8.84
128,21,3.3,-1.7,10.9,0.0,9.22
128,22,2.29,-3.3,9.8,0.0,9.38
128,23,1.27,-6.5,8.8,0.01,10.63
129,0,1.14,-6.8,8.1,0.01,10.65
129,1,1.16,-4.3,7.8,0.0,10.35
129,2,0.93,-4.9,7.2,0.0,10.16
129,3,0.8,-5.8,6.4,0.01,10.03
129,4,0.42,-5.8,5.7,0.0,10.25
129,5,0.44,-5.5,5.4,0.0,9.97
129,6,0.95,-4.4,6.1,0.0,9.53
129,7,2.24,-2.4,7.6,0.0,8.53
129,8,3.76,-0.8,9.3,0.0,7.8
129,9,5.14,0.8,11.0,0.01,7.97
129,10,6.18,2.2,12.7,0.02,8.62
129,11,6.86,3.0,14.7,0.05,9.19
129,12,7.57,3.7,16.2,0.06,10.25
129,13,8.12,4.0,17.1,0.05,10.25
129,14,8.41,4.1,18.0,0.03,10.22
129,15,9.2,3.7,19.5,0.0,11.55
129,16,8.84,3.9,19.6,0.0,11.93
129,17,8.73,3.3,19.5,0.0,11.84
129,18,8.43,3.0,19.1,0.0,10.66
129,19,7.43,2.5,17.7,0.0,9.98
129,20,6.78,1.7,15.6,0.0,9.7
129,21,5.42,0.7,13.1,0.0,9.49
129,22,4.65,-0.5,9.1,0.0,9.23
129,23,3.92,-1.4,9.0,0.0,9.2
130,0,3.79,-1.9,9.3,0.0,10.55
130,1,3.3,-2.6,8.6,0.02,10.17
130,2,2.85,-2.9,7.8,0.02,9.71
130,3,3.24,-2.9,7.9,0.02,10.25
130,4,2.69,-3.1,7.4,0.04,9.98
130,5,2.57,-2.8,7.0,0.03,10.16
130,6,3.14,-2.2,7.6,0.03,10.17
130,7,4.33,-1.1,9.0,0.05,10.37
130,8,5.7,0.6,10.9,0.08,10.53
130,9,6.66,1.9,12.7,0.14,11.2
130,10,7.39,3.0,14.4,0.11,11.56
130,11,8.4,3.9,15.9,0.05,11.48
130,12,9.14,4.4,17.1,0.04,12.0
130,13,9.6,4.4,17.9,0.1,13.07
130,14,9.93,4.4,18.7,0.13,13.0
130,15,9.5,2.3,19.7,0.22,11.95
130,16,9.22,2.1,20.2,0.41,12.23
130,17,8.88,2.2,20.1,0.29,11.49
130,18,8.36,1.3,19.5,0.17,12.1
130,19,7.66,1.6,18.6,0.17,11.33
130,20,6.96,1.3,16.9,0.26,11.99
130,21,6.31,0.6,15.2,0.16,12.48
130,22,5.62,-0.3,13.0,0.17,11.06
130,23,5.27,-1.1,11.3,0.14,10.87
131,0,4.94,-1.5,10.5,0.2,11.49
131,1,4.47,-2.0,9.8,0.29,11.35
131,2,4.21,-2.1,8.8,0.24,11.24
131,3,4.52,-3.2,11.2,0.22,11.49
131,4,4.05,-3.1,10.5,0.14,11.01
131,5,3.75,-3.0,9.3,0.11,11.18
131,6,3.81,-2.4,9.0,0.15,11.19
131,7,4.74,-1.8,9.6,0.16,10.87
131,8,5.76,-1.0,11.3,0.14,10.45
131,9,6.79,-0.1,13.3,0.22,10.68
131,10,7.62,0.8,15.1,0.3,10.87
131,11,8.41,1.7,16.8,0.15,10.21
131,12,9.21,2.0,18.3,0.1,10.57
131,13,9.86,1.5,19.4,0.14,11.0
131,14,10.32,2.0,20.2,0.11,11.99
131,15,10.09,1.5,21.9,0.08,11.88
131,16,10.14,1.4,22.0,0.16,11.89
131,17,10.03,1.4,22.0,0.14,11.96
131,18,9.47,1.4,21.8,0.05,11.78
131,19,8.61,0.4,20.7,0.05,11.6
131,20,7.89,0.4,19.1,0.03,10.78
131,21,6.82,-1.1,16.8,0.17,9.42
131,22,5.48,-2.0,14.1,0.12,8.84
131,23,4.65,-2.3,12.5,0.2,9.72
132,0,4.33,-2.4,11.7,0.24,9.84
132,1,4.26,-3.2,10.8,0.29,9.48
132,2,3.45,-5.2,10.7,0.21,9.68
132,3,3.77,-2.7,11.1,0.06,8.94
132,4,3.57,-2.8,11.0,0.03,9.15
132,5,3.3,-2.9,11.1,0.18,9.29
132,6,3.82,-2.4,11.9,0.04,9.49
132,7,5.23,-1.5,12.9,0.0,9.05
132,8,6.85,-0.3,13.7,0.0,8.63
132,9,8.46,1.2,14.4,0.01,8.61
132,10,9.82,1.8,17.0,0.0,9.76
132,11,10.82,2.1,19.1,0.01,10.09
132,12,11.54,2.3,20.9,0.04,10.43
132,13,11.85,2.6,21.9,0.1,10.67
132,14,11.69,2.9,22.3,0.39,11.4
132,15,12.16,2.5,23.9,0.07,11.3
132,16,12.63,2.8,24.3,0.1,12.68
132,17,12.31,2.9,24.2,0.09,13.33
132,18,11.45,2.7,23.3,0.1,12.34
132,19,10.56,2.5,21.5,0.03,11.13
132,20,9.36,1.9,19.1,0.02,9.95
132,21,7.76,0.8,16.2,0.02,8.94
132,22,6.34,-0.4,15.1,0.04,8.49
132,23,5.13,-1.0,13.9,0.04,9.65
133,0,4.41,-1.1,12.4,0.03,9.36
133,1,3.79,-1.1,10.2,0.01,9.81
133,2,3.38,-1.4,9.6,0.0,9.39
133,3,3.24,-1.6,9.3,0.0,7.83
133,4,2.78,-2.0,8.0,0.0,8.12
133,5,2.69,-1.8,7.1,0.0,8.81
133,6,3.47,-0.8,8.2,0.0,8.43
133,7,4.98,0.9,11.0,0.0,8.61
133,8,6.58,1.9,13.8,0.0,8.38
133,9,8.17,2.9,16.1,0.0,8.84
133,10,9.34,3.7,18.4,0.03,9.16
133,11,10.47,4.4,20.7,0.11,9.22
133,12,11.47,4.8,22.6,0.01,9.71
133,13,11.87,5.0,23.8,0.0,10.47
133,14,11.94,5.2,25.0,0.0,10.87
